authors,publication_date,research_orgs,product_type,article_type,journal_name
"""Malone, Michael [Y-12 National Security Complex, Oak Ridge, TN (United States)]""",2021-09-01T00:00:00Z,"""Oak Ridge Y-12 Plant (Y-12), Oak Ridge, TN (United States)""",Conference,,
"""Servis, Anna G. [Argonne National Lab. (ANL), Argonne, IL (United States)]"",""Servis, Michael J. [Argonne National Lab. (ANL), Argonne, IL (United States)]"",""McCann, Kevin P. [Savannah River Site (SRS), Aiken, SC (United States). Savannah River National Lab. (SRNL)]"",""Jensen, Mark P. [Colorado School of Mines, Golden, CO (United States)]"",""Shafer, Jenifer C. [Colorado School of Mines, Golden, CO (United States)]""",2021-06-18T00:00:00Z,"""Savannah River Site (SRS), Aiken, SC (United States). Savannah River National Lab. (SRNL)""",Journal Article,Accepted Manuscript,Encyclopedia of Inorganic and Bioinorganic Chemistry
"""Gaines, Karen F. (ORCID:000000026954444X)"",""Novak, Peter M."",""Novak, James M.""",2021-09-01T00:00:00Z,"""Univ. of Georgia, Athens, GA (United States)""",Journal Article,,Journal of Environmental Radioactivity
"""Ott, Emily-Jean E. [Pennsylvania State Univ., University Park, PA (United States)]"",""Kucinski, Theresa M. [Pennsylvania State Univ., University Park, PA (United States)]"",""Dawson, Joseph Nelson [Pennsylvania State Univ., University Park, PA (United States)]"",""Freedman, Miriam Arak [Pennsylvania State Univ., University Park, PA (United States)] (ORCID:0000000343746518)""",2021-08-09T00:00:00Z,"""Pennsylvania State Univ., University Park, PA (United States)""",Journal Article,Accepted Manuscript,Analytical Chemistry
"""Miller, Julianne J. [Desert Research Inst. (DRI), Las Vegas, NV (United States)]"",""Bacon, Steven [Desert Research Inst. (DRI), Reno, NV (United States)]"",""Chapman, Jenny [Desert Research Inst. (DRI), Las Vegas, NV (United States)]""",2021-09-01T00:00:00Z,"""Desert Research Inst. (DRI), Reno, NV (United States)""",Technical Report,,
"""Casagranda, Albert [Idaho National Laboratory] (ORCID:0000000225038588)"",""Novascone, Stephen R [Idaho National Laboratory] (ORCID:0000000239384326)"",""Singh, Gyanender [Idaho National Laboratory]"",""Vanwasshenova, Daniel J [Idaho National Laboratory]"",""Simon, Pierre-Clement A [Idaho National Laboratory]""",2021-09-15T00:00:00Z,"""Idaho National Lab. (INL), Idaho Falls, ID (United States)""",Technical Report,,
"""Gando, Y."",""Gando, A."",""Hachiya, T."",""Hayashida, S."",""Hosokawa, K."",""Ikeda, H."",""Mitsui, T."",""Nakada, T."",""Obara, S."",""Ozaki, H."",""Shirai, J."",""Ueshima, K."",""Watanabe, H."",""Abe, S."",""Hata, K."",""Hayashi, A."",""Honda, Y."",""Ieki, S."",""Inoue, K."",""Ishidoshiro, K."",""Ishikawa, S."",""Kamei, Y."",""Kamizawa, K."",""Karino, Y."",""Kawada, N."",""Kinoshita, T."",""Koga, M."",""Matsuda, S."",""Miyake, H."",""Nakamura, K."",""Nemoto, K."",""Ono, A."",""Ota, N."",""Otsuka, S."",""Shibukawa, Y."",""Shimizu, I."",""Shirahata, Y."",""Soma, K."",""Suzuki, A."",""Suzuki, A. A."",""Takai, T."",""Takeuchi, A."",""Tamae, K."",""Teraoka, Y."",""Wada, Y."",""Chernyak, D."",""Kozlov, A."",""Yoshida, S."",""Umehara, S."",""Takemoto, Y."",""Fushimi, K."",""Hirata, S."",""Grant, C."",""Li, A."",""Learned, J. G."",""Maricic, J."",""Berger, B. E."",""Fujikawa, B. K."",""Fraker, S."",""Herman, A."",""Krupczak, E."",""Pease, G. L."",""Winslow, L. A."",""Efremenko, Y."",""Karwowski, H. J."",""Markoff, D. M."",""Tornow, W."",""O'Donnell, T."",""Dell'Oro, S."",""Detwiler, J. A."",""Enomoto, S."",""Decowski, M. P.""",2021-08-09T00:00:00Z,"""Lawrence Berkeley National Lab. (LBNL), Berkeley, CA (United States)""",Journal Article,Accepted Manuscript,Journal of Instrumentation
"""Furtney, Jason"",""Varun, V."",""Radakovic-Guzina, Z."",""Damjanac, B."",""Hardin, Ernest""",2021-10-01T00:00:00Z,"""Sandia National Lab. (SNL-NM), Albuquerque, NM (United States)""",Technical Report,,
"""Hertz, Mary B. [Florida State Univ., Tallahassee, FL (United States)]"",""Baumbach, Ryan [Department of Physics and National High Magnetic Field Laboratory, Tallahassee, FL (United States)]"",""Wang, Xiaoping [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)] (ORCID:0000000171438112)"",""Latturner, Susan E. [Florida State Univ., Tallahassee, FL (United States)] (ORCID:0000000261465333)""",2021-07-29T00:00:00Z,"""Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)""",Journal Article,Accepted Manuscript,Crystal Growth and Design
"""Christian, Matthew S. [Center for Hierarchical Waste Form Materials, Columbia, South Carolina 29208, United States; Nuclear Engineering Program, Department of Mechanical Engineering, University of South Carolina, Columbia, South Carolina 29208, United States] (ORCID:000000023416413X)"",""Pace, Kristen A. [Center for Hierarchical Waste Form Materials, Columbia, South Carolina 29208, United States; Department of Chemistry and Biochemistry, University of South Carolina, Columbia, South Carolina 29208, United States] (ORCID:0000000185748939)"",""Klepov, Vladislav V. [Department of Chemistry and Biochemistry, University of South Carolina, Columbia, South Carolina 29208, United States] (ORCID:0000000220392457)"",""Morrison, Gregory [Center for Hierarchical Waste Form Materials, Columbia, South Carolina 29208, United States; Department of Chemistry and Biochemistry, University of South Carolina, Columbia, South Carolina 29208, United States] (ORCID:0000000196749224)"",""zur Loye, Hans-Conrad [Center for Hierarchical Waste Form Materials, Columbia, South Carolina 29208, United States; Department of Chemistry and Biochemistry, University of South Carolina, Columbia, South Carolina 29208, United States] (ORCID:0000000173519098)"",""Besmann, Theodore M. [Center for Hierarchical Waste Form Materials, Columbia, South Carolina 29208, United States; Nuclear Engineering Program, Department of Mechanical Engineering, University of South Carolina, Columbia, South Carolina 29208, United States]""",2021-08-03T00:00:00Z,"""Univ. of South Carolina, Columbia, SC (United States)"",""Univ. of California, Oakland, CA (United States)""",Journal Article,,Crystal Growth and Design
"""Stempien, John D [Idaho National Laboratory] (ORCID:0000000166320785)"",""hunn, John D. [Oak Ridge National Laboratory]"",""Morris, Robert N. [Oak Ridge National Laboratory]"",""Gerczak, Tyler J. [Oak Ridge National Laboratory]"",""Demkowicz, Paul A [Idaho National Laboratory]""",2021-09-09T00:00:00Z,"""Idaho National Lab. (INL), Idaho Falls, ID (United States)""",Program Document,,
"""Renault, Eric [Univ. de Nantes (France)]"",""Jian, Jiwen [Lawrence Berkeley National Lab. (LBNL), Berkeley, CA (United States)]"",""Maurice, Rémi [Univ. de Nantes (France)]"",""van Stipdonk, Michael J. [Duquesne Univ., Pittsburgh, PA (United States)] (ORCID:0000000271004370)"",""Tatosian, Irena J. [Duquesne Univ., Pittsburgh, PA (United States)]"",""Bubas, Amanda R. [Duquesne Univ., Pittsburgh, PA (United States)]"",""Martens, Jonathan [Radboud Univ. Nijmegen (The Netherlands)] (ORCID:0000000195374117)"",""Berden, Giel [Radboud Univ. Nijmegen (The Netherlands)] (ORCID:000000031500922X)"",""Oomens, Jos [Radboud Univ. Nijmegen (The Netherlands); Univ. of Amsterdam (Netherlands)]"",""Gibson, John K. [Lawrence Berkeley National Lab. (LBNL), Berkeley, CA (United States)] (ORCID:0000000321075418)""",2021-06-17T00:00:00Z,"""Lawrence Berkeley National Lab. (LBNL), Berkeley, CA (United States)""",Journal Article,Accepted Manuscript,"Journal of Physical Chemistry. A, Molecules, Spectroscopy, Kinetics, Environment, and General Theory"
"""Johnson, Raymond H. [RSI EnTech, LLC, Oak Ridge, TN (United States); US Department of Energy (USDOE), Washington DC (United States). Office of Legacy Management (LM)]"",""Hall, Susan M. [US Geological Survey, Denver, CO (United States)]"",""Tigar, Aaron D. [RSI EnTech, LLC, Oak Ridge, TN (United States); US Department of Energy (USDOE), Washington DC (United States). Office of Legacy Management (LM)]""",2021-05-25T00:00:00Z,"""US Department of Energy (USDOE), Washington DC (United States). Office of Legacy Management (LM)""",Dataset,,
"""Chen, Jihua""",2021-09-15T00:00:00Z,,Journal Article,Published Article,Nanomaterials
"""Cinbiz, Mahmut Nedim [Idaho National Laboratory] (ORCID:0000000346268515)""",2021-09-29T00:00:00Z,"""Idaho National Lab. (INL), Idaho Falls, ID (United States)""",Technical Report,,
"""Beeler, Benjamin"",""Mahbuba, Khadija"",""Wang, Yuhao"",""Jokisaari, Andrea""",2021-06-10T00:00:00Z,,Journal Article,Published Article,Frontiers in Materials
"""Wexler, Robert B. [Princeton Univ., NJ (United States)] (ORCID:0000000268616421)"",""Gautam, Gopalakrishnan Sai [Princeton Univ., NJ (United States)] (ORCID:0000000213030976)"",""Stechel, Ellen B. [Arizona State Univ., Tempe, AZ (United States)] (ORCID:0000000253792908)"",""Carter, Emily A. [Princeton Univ., NJ (United States); Univ. of California, Los Angeles, CA (United States)] (ORCID:0000000173307554)""",2021-08-16T00:00:00Z,"""Princeton Univ., NJ (United States)""",Journal Article,Accepted Manuscript,Journal of the American Chemical Society
"""Emerson, Hilary P. [BATTELLE (PACIFIC NW LAB)]"",""Szecsody, James E. [BATTELLE (PACIFIC NW LAB)]"",""Lawter, Amanda R. [BATTELLE (PACIFIC NW LAB)]"",""Halter, Christopher D. [BATTELLE (PACIFIC NW LAB)]"",""Mangel, Adam R. [BATTELLE (PACIFIC NW LAB)]"",""Fernald, Eleda H. [BATTELLE (PACIFIC NW LAB)]"",""Resch, Charles T. [BATTELLE (PACIFIC NW LAB)] (ORCID:0000000291436277)"",""Muller, Katherine A. [BATTELLE (PACIFIC NW LAB)]"",""Bagwell, Christopher E. [BATTELLE (PACIFIC NW LAB)]"",""Bowden, Mark E. [BATTELLE (PACIFIC NW LAB)]"",""Qafoku, Odeta [BATTELLE (PACIFIC NW LAB)]"",""Thomle, Jonathan N. [BATTELLE (PACIFIC NW LAB)]"",""Qafoku, Nikolla [BATTELLE (PACIFIC NW LAB)] (ORCID:0000000232585379)"",""Freedman, Vicky L. [BATTELLE (PACIFIC NW LAB)]""",2021-09-30T00:00:00Z,"""Pacific Northwest National Lab. (PNNL), Richland, WA (United States)""",Technical Report,,
"""Marcial, J. [Washington State Univ., Pullman, WA (United States)]"",""Zhang, Yuanpeng [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States); National Inst. of Standards and Technology (NIST), Gaithersburg, MD (United States)] (ORCID:0000000342243361)"",""Zhao, X. [Washington State Univ., Pullman, WA (United States)]"",""Xu, H. [Los Alamos National Lab. (LANL), Los Alamos, NM (United States)]"",""Mesbah, A. [Montpellier Univ., Bagnols-sur-Ceze (France)]"",""Nienhuis, E. T. [Washington State Univ., Pullman, WA (United States)]"",""Szenknect, S. [Montpellier Univ., Bagnols-sur-Ceze (France)] (ORCID:0000000336913621)"",""Neuefeind, Joerg C. [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)] (ORCID:0000000205631544)"",""Lin, J. [Chinese Academy of Sciences (CAS), Beijing (China)] (ORCID:000000023536220X)"",""Qi, L. [Univ. of Michigan, Ann Arbor, MI (United States)] (ORCID:0000000260382907)"",""Migdisov, A. A. [Los Alamos National Lab. (LANL), Los Alamos, NM (United States)]"",""Ewing, R. C. [Stanford Univ., CA (United States)]"",""Dacheux, N. [Montpellier Univ., Bagnols-sur-Ceze (France)] (ORCID:0000000316361313)"",""McCloy, J. S. [Washington State Univ., Pullman, WA (United States)]"",""Guo, X. [Washington State Univ., Pullman, WA (United States)] (ORCID:000000033129493X)""",2021-06-18T00:00:00Z,"""Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)""",Journal Article,Accepted Manuscript,npj Materials Degradation
"""Traustason, Hrafn [Univ. of Notre Dame, IN (United States)]"",""Caranto, Kiana [Univ. of Notre Dame, IN (United States)]"",""Burns, Peter C. [Univ. of Notre Dame, IN (United States)] (ORCID:0000000223199628)""",2021-07-01T00:00:00Z,"""Univ. of Notre Dame, IN (United States)""",Journal Article,Accepted Manuscript,European Journal of Inorganic Chemistry
"""Thomas, IV, Jesse C. [Department of Environmental Health Science, University of Georgia, Athens, Georgia, USA] (ORCID:0000000296184662)"",""Kieran, Troy J. [Department of Environmental Health Science, University of Georgia, Athens, Georgia, USA]"",""Finger, Jr., John W. [Department of Environmental Health Science, University of Georgia, Athens, Georgia, USA]"",""Bayona-Vásquez, Natalia J. [Department of Environmental Health Science, University of Georgia, Athens, Georgia, USA, Institute of Bioinformatics, University of Georgia, Athens, Georgia, USA]"",""Oladeinde, Adelumola [Department of Environmental Health Science, University of Georgia, Athens, Georgia, USA, Bacterial Epidemiology and Antimicrobial Resistance Research Unit, United States Department of Agriculture, Athens, Georgia, USA] (ORCID:0000000286597068)"",""Beasley, James C. [Savannah River Ecology Laboratory, University of Georgia, Aiken, South Carolina, USA, Warnell School of Forestry and Natural Resources, University of Georgia, Athens, Georgia, USA]"",""Seaman, John C. [Savannah River Ecology Laboratory, University of Georgia, Aiken, South Carolina, USA]"",""McArthur, J. Vaun [Savannah River Ecology Laboratory, University of Georgia, Aiken, South Carolina, USA]"",""Rhodes, Jr., Olin E. [Savannah River Ecology Laboratory, University of Georgia, Aiken, South Carolina, USA, Odum School of Ecology, University of Georgia, Athens, Georgia, USA]"",""Glenn, Travis C. [Department of Environmental Health Science, University of Georgia, Athens, Georgia, USA, Institute of Bioinformatics, University of Georgia, Athens, Georgia, USA]"",""Handley, ed., Kim M.""",2021-09-03T00:00:00Z,"""Savannah River Site (SRS), Aiken, SC (United States). Savannah River Ecology Lab. (SREL)""",Journal Article,Published Article,Microbiology Spectrum
"""Hecla, J."",""Knecht, K. (ORCID:0000000257368768)"",""Gunter, D."",""Haefner, A."",""Hellfeld, D. (ORCID:0000000162522929)"",""Joshi, T. H. Y. (ORCID:0000000308467871)"",""Moran, A."",""Negut, V."",""Pavlovsky, R."",""Vetter, K.""",2021-10-01T00:00:00Z,"""Univ. of California, Berkeley, CA (United States)""",Journal Article,Published Article,IEEE Transactions on Nuclear Science
"""Silvas, Alissa J [Mission Support and Test Services, LLC (MSTS), North Las Vegas, NV (United States)]"",""Nicosia, William C [Mission Support and Test Services, LLC (MSTS), North Las Vegas, NV (United States)]""",2021-10-01T00:00:00Z,"""Nevada National Security Site (NNSS), North Las Vegas, NV (United States)""",Technical Report,,
"""Shanks, Katherine S. [Cornell Univ., Ithaca, NY (United States). Cornell High Energy Synchrotron Source (CHESS)]"",""Philipp, Hugh T. [Cornell Univ., Ithaca, NY (United States)]"",""Weizeorick, John T. [Argonne National Lab. (ANL), Argonne, IL (United States)]"",""Hammer, Michael [Argonne National Lab. (ANL), Argonne, IL (United States)]"",""Tate, Mark W. [Cornell Univ., Ithaca, NY (United States)]"",""Hu, Hannah [Cornell Univ., Ithaca, NY (United States)]"",""Purohit, Prafull [Cornell Univ., Ithaca, NY (United States)]"",""Baldwin, Jonathan D. [Argonne National Lab. (ANL), Argonne, IL (United States)]"",""Miceli, Antonino [Argonne National Lab. (ANL), Argonne, IL (United States)]"",""Thom-Levy, Julia [Cornell Univ., Ithaca, NY (United States)]"",""Gruner, Sol M. [Cornell Univ., Ithaca, NY (United States)]""",2021-10-18T00:00:00Z,"""Cornell Univ., Ithaca, NY (United States)"",""Argonne National Lab. (ANL), Argonne, IL (United States). Advanced Photon Source (APS)""",Journal Article,Accepted Manuscript,IEEE Transactions on Nuclear Science
"""Hubbard, Joshua A. [Sandia National Lab. (SNL-NM), Albuquerque, NM (United States)] (ORCID:000000022668846X)"",""Cheng, Meng-Dawn [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)] (ORCID:0000000314079576)"",""Cheung, Lawrence [Sandia National Lab. (SNL-CA), Livermore, CA (United States)]"",""Kirsch, Jared R. [Sandia National Lab. (SNL-NM), Albuquerque, NM (United States)]"",""Richards, Jason M. [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)]"",""Fugate, Glenn A. [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)] (ORCID:000000017100690X)""",2021-06-14T00:00:00Z,"""Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)"",""Sandia National Lab. (SNL-NM), Albuquerque, NM (United States)""",Journal Article,Accepted Manuscript,Reaction Chemistry & Engineering
"""Koyanagi, Takaaki [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States). Materials Science and Technology Division] (ORCID:0000000172724049)"",""Wang, Hsin [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States). Materials Science and Technology Division] (ORCID:0000000324269867)"",""Mena, Jose Arregui [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States). Materials Science and Technology Division] (ORCID:0000000261313268)"",""Petrie, Christian M. [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States). Nuclear Energy and Fuel Cycle] (ORCID:0000000311673545)"",""Deck, Christian P. [General Atomics, Electromagnetic Systems, San Diego, CA (United States). Nuclear Technologies and Materials Division]"",""Kim, Weon-Ju [Korea Atomic Energy Research Institute, Daejeon (Korea, Republic of). Nuclear Materials Division]"",""Kim, Daejong [Korea Atomic Energy Research Institute, Daejeon (Korea, Republic of). Nuclear Materials Division]"",""Sauder, Cédric [Univ. Paris-Saclay, Gif-sur-Yvette (France). CEA, Service de Recherches Métallurgiques Appliquées]"",""Braun, James [Univ. Paris-Saclay, Gif-sur-Yvette (France). CEA, Service de Recherches Métallurgiques Appliquées]"",""Katoh, Yutai [Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States). Materials Science and Technology Division] (ORCID:0000000194945862)""",2021-07-31T00:00:00Z,"""Oak Ridge National Lab. (ORNL), Oak Ridge, TN (United States)""",Journal Article,Accepted Manuscript,Journal of Nuclear Materials
"""Arm, Stuart T. [BATTELLE (PACIFIC NW LAB)]""",2021-09-01T00:00:00Z,"""Pacific Northwest National Lab. (PNNL), Richland, WA (United States)""",Technical Report,,
"""Ciborowski, Sandra M. [Johns Hopkins University, Baltimore, MD (United States)]"",""Liu, Gaoxiang [Johns Hopkins University, Baltimore, MD (United States)] (ORCID:0000000210010064)"",""Blankenhorn, Moritz [Johns Hopkins University, Baltimore, MD (United States)] (ORCID:0000000295739128)"",""Harris, Rachel M. [Johns Hopkins University, Baltimore, MD (United States)] (ORCID:0000000235855258)"",""Marshall, Mary A. [Johns Hopkins University, Baltimore, MD (United States)]"",""Zhu, Zhaoguo [Johns Hopkins University, Baltimore, MD (United States)]"",""Bowen, Kit H. [Johns Hopkins University, Baltimore, MD (United States)] (ORCID:0000000228586352)"",""Peterson, Kirk A. [Washington State University, Pullman, WA (United States)] (ORCID:0000000349013235)""",2021-06-10T00:00:00Z,"""Johns Hopkins University, Baltimore, MD (United States)""",Journal Article,Accepted Manuscript,Journal of Chemical Physics
